id,first_name,last_name,gender,race,university,country
724,Emlynn,Dybald,Female,Kiowa,Ocean University of China,China
725,Frederick,O'Currane,Agender,Panamanian,National University of Ireland,Ireland
726,Darn,Faulkner,Male,Bangladeshi,Sibelius Academy,Finland
727,Ezri,Sabin,Male,Osage,Kasem Bundit University,Thailand
728,Penelope,Redwood,Female,Aleut,Universitas 17 Agustus 1945 Cirebon,Indonesia
729,Janina,Mahoney,Female,Tohono O'Odham,Universidad Latinoamericana de Ciencia y Tecnología,Costa Rica
730,Shellie,Habron,Female,Nicaraguan,Universidade da Beira Interior,Portugal
731,Cecil,Gremane,Male,Vietnamese,Shanghai Institue of Foreign Trade,China
732,Guenevere,Grabiec,Female,Tlingit-Haida,Universitas Mulawarman,Indonesia
733,Derward,Khrishtafovich,Genderqueer,Venezuelan,Universidade de Tocantins,Brazil
734,Steffie,Dove,Genderqueer,Vietnamese,"University of the West Indies, Cave Hill",Barbados
735,Rhodia,Gregon,Female,Shoshone,Universidad de Morón,Argentina
736,Thomasina,Proven,Female,Osage,Mehrabyan Medical Institute and Medical College,Armenia
737,Reggie,Bentall,Female,Native Hawaiian and Other Pacific Islander (NHPI),Universitas Katolik Parahyangan,Indonesia
738,Alan,Downing,Genderfluid,American Indian,Université Paul Sabatier (Toulouse III),France
739,Niki,Folan,Female,Chilean,Nanjing University of Science and Technology,China
740,Stormy,Rhodef,Female,Micronesian,Academy of Sports and Physical Training,Albania
741,Gregoor,Cundict,Male,Delaware,Nanjing Medical University,China
742,Elva,Linsay,Female,Paiute,"Bourgas University ""Prof. Assen Zlatarov""",Bulgaria
743,Shel,Sudworth,Female,Tohono O'Odham,"Universidad CAECE, Buenos Aires",Argentina
744,Marty,Clewley,Male,Yakama,Tianjin University,China
745,Dal,Pegg,Male,Micronesian,"Donghua University, Shanghai",China
746,Rebe,Sedcole,Female,Ottawa,Université des Montagnes,Cameroon
747,Vicki,Pilley,Female,Cambodian,Jiangxi University of Finance and Economics,China
748,Cal,Witherbed,Female,Alaska Native,Dublin Institute of Technology,Ireland
749,Arron,Juschke,Male,Costa Rican,Universitas Madura,Indonesia
750,Davide,Cuxson,Male,Bolivian,Bulacan State University,Philippines
751,Gilemette,Gritten,Genderqueer,Chippewa,Northwest University Xi'an,China
752,Alli,Schimmang,Female,Costa Rican,Universitas Katolik Widya Karya,Indonesia
753,Rosalind,Stearns,Female,Tongan,Philippine Military Academy,Philippines
754,Cammie,Lesmonde,Female,Chilean,Université Gamal Abdel Nasser de Conakry,Guinea
755,Tammara,Knellen,Female,Asian Indian,International University of Novi Pazar,Serbia
756,Saxon,Calcutt,Male,Crow,Inner Mongolia Polytechnic University,China
757,Fin,Proppers,Male,Cheyenne,Jiangxi University of Finance and Economics,China
758,Cristi,Hadwick,Female,Ottawa,Université de Corse Pascal Paoli,France
759,Cary,Gerbi,Male,Latin American Indian,"University College of Arts, Crafts and Design",Sweden
760,Querida,Coggeshall,Female,Chamorro,"Rajamangala University of Technology, Phra Nakhon",Thailand
761,Issiah,Elwell,Male,Blackfeet,Université Épiscopale d'Haiti,Haiti
762,Bliss,Manoelli,Female,Pima,Universidad Peruana de Ciencias e Informática,Peru
763,Karry,Benmore,Female,Nicaraguan,Universitas Muhammadiyah Malang,Indonesia
764,Dido,Reboulet,Female,Cambodian,Yunnan University,China
765,Alfy,Lesper,Male,Pima,Toho University,Japan
766,Sandy,Shynn,Female,Iroquois,University of Eastern Philippines,Philippines
767,Flynn,Bootman,Male,Dominican (Dominican Republic),Universitas Bojonegoro,Indonesia
768,Jamil,Purnell,Male,Cheyenne,Henan Normal University,China
769,Morty,Streets,Male,Thai,Universitas Bung Hatta,Indonesia
770,Malchy,Neligan,Male,Lumbee,Shanghai City College,China
771,Cart,Trueman,Male,Samoan,National Technical University of Athens,Greece
772,Myrah,Acock,Female,Osage,University of Pardubice,Czech Republic
773,Fraze,Hurtado,Male,Shoshone,Magnitogorsk State University,Russia
774,Sophey,Tyndall,Female,Cherokee,American University of Central Asia,Kyrgyzstan
775,Nelle,Bapty,Female,Micronesian,Universidade Estadual do Piauí,Brazil
776,Fallon,Cumine,Female,Ottawa,Shukutoku University,Japan
777,Dwight,Miko,Male,Lumbee,Odessa National Maritime Academy,Ukraine
778,Berkeley,Croisdall,Male,Apache,Copperbelt University,Zambia
779,Penny,Trengove,Male,Black or African American,Dalian University,China
780,Emmanuel,Eberts,Male,Polynesian,University of Veterinary & Animal Science,Pakistan
781,Theresa,Tuite,Female,Paraguayan,Shannon College of Hotel Management,Ireland
782,Salomone,Phelipeaux,Male,Native Hawaiian,University of Ioannina,Greece
783,Isidore,Cater,Male,Ottawa,Universitas 17 Agustus 1945 Banyuwangi,Indonesia
784,Robert,Margerrison,Male,Creek,Universidade da Madeira,Portugal
785,Cy,Georgelin,Male,Tlingit-Haida,Donetsk National Technical University,Ukraine
786,Maryanne,Abrahams,Female,Dominican (Dominican Republic),Higher School o Business/National Louis University(WSB/NLU) in Nowy Sacz,Poland
787,Wiatt,Varndell,Male,Osage,Holy Angel University,Philippines
788,Katusha,Mathonnet,Female,Cuban,Pedagogical University of Zielona Gora,Poland
789,Fidole,Filson,Male,Bolivian,Vongchavalitkul University,Thailand
790,Dario,Grandison,Male,Venezuelan,Instituto Superior de Ciências do Trabalho e da Empresa,Portugal
791,Aleksandr,Gasquoine,Male,Alaskan Athabascan,Universitas Negeri Medan,Indonesia
792,Adriana,Doull,Female,Cree,Vitebsk State Medical University,Belarus
793,Siusan,De Lacey,Bigender,Menominee,Universidad Pedagógica Experimental Libertador,Venezuela
794,Ettie,Broader,Female,Argentinian,Universidad Nacional de Santa - Chimbote,Peru
795,Haleigh,Barneveld,Male,Japanese,Tomas Bata University in Zlin,Czech Republic
796,Jorge,Pieracci,Male,Japanese,Xi'an International Studies University,China
797,Domenic,Haggath,Male,Malaysian,Wuhan University of Hydraulic and Electric Engineering,China
798,Elwood,Connechy,Male,Argentinian,Universidade Portucalense Infante D. Henrique,Portugal
799,Elaine,Birdis,Female,Cambodian,Beijing University of Agriculture,China
800,Ladonna,Fielding,Female,Native Hawaiian,Instituto Superior Politécnico Gaya,Portugal
801,Kristyn,Dabernott,Female,Puerto Rican,Universidad Rural de Guatemala,Guatemala
802,Caralie,Casburn,Female,Filipino,National Technical University of Athens,Greece
803,Tull,Raffin,Male,Ottawa,Zhongshan University,China
804,Salomone,Veel,Male,Ute,Universidad Nacional de Tres de Febrero,Argentina
805,Cynthie,Dearlove,Polygender,Chickasaw,Xijiang University,China
806,Dieter,Lockey,Male,Paraguayan,Bayero University Kano,Nigeria
807,Matthaeus,Grastye,Male,Filipino,Universidad EAFIT,Colombia
808,Paul,Paradin,Male,Pakistani,National University of Laos,Laos
809,Desdemona,Starling,Female,Native Hawaiian and Other Pacific Islander (NHPI),Universidade de Pernambuco,Brazil
810,Jodie,Lainton,Male,Cherokee,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",Poland
811,Perceval,Wildbore,Male,Apache,Ural State Technical University,Russia
812,Gerda,Amer,Female,Paraguayan,Université de Douala,Cameroon
813,Rene,Rosenfield,Female,Colombian,Université Louis Pasteur (Strasbourg I),France
814,Gaston,Jaggar,Male,Tohono O'Odham,Silesian Academy of Medicine in Katowice,Poland
815,Shep,Maddison,Male,Black or African American,Universidad del Valle de Puebla,Mexico
816,Constantino,Allsobrook,Male,Taiwanese,Umea University,Sweden
817,Sada,Budnik,Female,Melanesian,Aktau State University,Kazakhstan
818,Hermie,Kornyshev,Male,American Indian and Alaska Native (AIAN),Faculdades Integradas do Brasil - UNIBRASIL,Brazil
819,Bennie,Moulden,Female,Paraguayan,I.M. Sechenov Moscow Medical Academy,Russia
820,Giffard,Birtwisle,Male,Comanche,Instituto Superior Novas Profissões - INP,Portugal
821,Giselle,Arblaster,Female,Asian,Universidad Nacional de Quilmes,Argentina
822,Anna-diane,Kalewe,Female,American Indian,Academy of the Ministry of Internal Affairs of the Republic of Belarus,Belarus
823,Leona,Dowker,Female,Argentinian,Universidad Autónoma de Nayarit,Mexico
824,Steffane,Gurney,Female,Chippewa,Universitas Gajayana Malang,Indonesia
825,Adamo,Guillond,Male,White,Universidad de Nariño,Colombia
826,Tom,Erwin,Male,Malaysian,Volgograd State Pedagogical University,Russia
827,Sascha,Lorkin,Female,Thai,Higher School of Economics,Russia
828,Erskine,Garbett,Male,Comanche,Karolinska Institute Stockholm,Sweden
829,Ferguson,Pache,Male,Panamanian,"Universidad Pedagógica ""José Martí"", Camagüey",Cuba
830,Milissent,Gater,Polygender,Ottawa,Universidade Tecnica de Lisboa,Portugal
831,Cosmo,Blencowe,Genderfluid,Native Hawaiian and Other Pacific Islander (NHPI),Universidade da Madeira,Portugal
832,Angelia,Mitchinson,Female,Ute,Universitas Gajayana Malang,Indonesia
833,Timothee,Tommasi,Male,Asian Indian,Debre Markos University,Ethiopia
834,Erna,Fisk,Female,Sri Lankan,Guangzhou University of Traditional Chinese Medicine,China
835,Morie,Ellerbeck,Male,Central American,Selkirk College,Canada
836,Jade,Vasilyev,Female,Cuban,Ural State Academy of Law,Russia
837,Shara,Turpin,Female,Samoan,Universidade da Madeira,Portugal
838,Vitia,McLarens,Genderqueer,Latin American Indian,Henan Agriculture University,China
839,Smitty,Abbay,Male,Crow,Akademia Podlaska,Poland
840,Erie,Engley,Male,Ute,Göteborg University,Sweden
841,Latrena,Mace,Female,Apache,Universidade do Extremo Sul Catarinense,Brazil
842,Sloane,Plumm,Male,Native Hawaiian and Other Pacific Islander (NHPI),Universitas Widyatama,Indonesia
843,Shalne,McCourtie,Genderqueer,Ottawa,Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,Poland
844,Pascal,Avent,Bigender,Venezuelan,University of Cyprus,Cyprus
845,Nert,Badrock,Female,Seminole,Prague College,Czech Republic
846,Owen,Pounds,Male,Choctaw,University Marien Ngouabi Brazzaville,Republic of the Congo
847,Curtis,Bines,Male,Seminole,Osaka Women's University,Japan
848,Idelle,Stonestreet,Female,Guatemalan,University of Tirana,Albania
849,Liv,Halewood,Female,Paiute,Columbus University,Panama
850,Mei,Ewbach,Female,Menominee,Universidad Católica Santa María La Antigua,Panama
851,Goddart,Rackstraw,Male,South American,Loras College,United States
852,Silvan,Ferrar,Genderqueer,Asian,University of Gdansk,Poland
853,Carmelina,Tilt,Bigender,Thai,Universitas Jember,Indonesia
854,Krystyna,Rubie,Female,Latin American Indian,Universidad Católica Madre y Maestra,Dominican Republic
855,Zelda,Dunbar,Female,Pima,NHL University of Applied Sciences,Netherlands
856,Dollie,Brazenor,Female,Paraguayan,Pomeranian Academy of Medicine in Szczecin,Poland
857,Briny,Sponer,Female,Menominee,"Fine Arts Academy ""Jan Matejko"" in Cracow",Poland
858,Merrily,Lambourn,Female,Chickasaw,Universidade Aberta Lisboa,Portugal
859,Madeleine,Klisch,Female,Filipino,Faculdade Italo Brasileira,Brazil
860,Craig,Yeskov,Male,Puerto Rican,American College of Greece,Greece
861,Shelly,Atter,Agender,Central American,Instituto Politécnico de Tomar,Portugal
862,Tamera,Tow,Female,Choctaw,Louisiana State University Health Sciences Center New Orleans,United States
863,Gibb,Yellop,Male,Polynesian,Universitas Pancasakti Tegal,Indonesia
864,Talbot,Hindmoor,Male,Seminole,Universitas Yarsi,Indonesia
865,Brana,Iredale,Female,Guatemalan,Université de Corse Pascal Paoli,France
866,Davis,Cuffley,Male,Potawatomi,National University,Philippines
867,Melisa,Hawken,Female,Central American,Asian Medical Institute,Kyrgyzstan
868,Corby,Rawlingson,Male,Japanese,Wuhan Technical University of Surveying and Mapping,China
869,Ravid,Chartres,Male,Dominican (Dominican Republic),National University of Ostroh Academy,Ukraine
870,Clarette,Minister,Female,Tohono O'Odham,Universitas Kristen Indonesia Tomohon,Indonesia
871,Ignacius,Betje,Male,Yakama,"University for Information Science and Technology  ""St. Paul The Apostle"" ",Macedonia
872,William,Kernaghan,Male,Spaniard,Nanjing Medical University,China
873,Otto,Flintoffe,Male,Cherokee,Universidade de Ribeirão Preto,Brazil
874,Rochella,Laslett,Female,Native Hawaiian and Other Pacific Islander (NHPI),Universidad Nacional Agraria,Nicaragua
875,Sherye,Conybear,Female,Bangladeshi,Henan Buddhist College,China
876,Lazare,Mozzetti,Male,Yaqui,St. Petersburg State University of Culture and Arts,Russia
877,Nora,Vatcher,Female,Lumbee,University of Silesia,Poland
878,Keelia,Reimers,Female,Kiowa,Thammasat University,Thailand
879,Ally,Ciubutaro,Female,Chilean,Hanoi University of Civil Engineering,Vietnam
880,Yancey,Anthoney,Male,Chippewa,Stockholm University,Sweden
881,Jordain,Hubach,Female,Chamorro,Brno University of Technology,Czech Republic
882,Josiah,Langton,Male,Korean,Central South University,China
883,Karisa,Mandell,Female,Guamanian,Harbin Institute of Technology,China
884,Enoch,Camoletto,Male,Black or African American,Kherson State University,Ukraine
885,Rebecca,Whitter,Female,Native Hawaiian and Other Pacific Islander (NHPI),Universidade Portucalense Infante D. Henrique,Portugal
886,Tamma,Wardhough,Bigender,Pakistani,Moscow State Institute of Steel and Alloys,Russia
887,Marabel,Gostall,Female,Alaskan Athabascan,Xiangtan Normal University,China
888,Amalia,Habbijam,Female,Shoshone,Universidade Estadual do Maranhão,Brazil
889,Jeanna,Heskins,Female,Thai,Urumqi Vocational University,China
890,Shelba,Suddaby,Polygender,Spaniard,Central Philippine University,Philippines
891,Mariquilla,Rowcliffe,Female,Japanese,China USA Business University,China
892,Wat,Mutimer,Polygender,Polynesian,Universitas 17 Agustus 1945 Semarang,Indonesia
893,Deanne,Handman,Female,Panamanian,Universidade de Guarulhos,Brazil
894,Alidia,Heyns,Female,Guatemalan,Universidade Lusiada,Portugal
895,Jordon,MacAskie,Male,Seminole,Tokyo University,Japan
896,Radcliffe,Koubek,Male,Malaysian,International University Institute of Luxembourg,Luxembourg
897,Andie,Bartolic,Female,Panamanian,Universidad Popular del Cesar,Colombia
898,Diana,McDade,Female,Tongan,Inner Mongolia Agricultural University,China
899,Chrotoem,Micheu,Male,Native Hawaiian,National Agricultural University,Ukraine
900,Deeyn,Ivanichev,Female,Salvadoran,Universidade Estadual do Norte Fluminense,Brazil
901,Kelli,Dwane,Female,Costa Rican,Eurasian Institute of market,Kazakhstan
902,Darrin,Veighey,Male,Cambodian,Anhui University of Traditional Chinese Medicine,China
903,Jasen,Brownlee,Male,Kiowa,NED University of Engineering and Technology Karachi,Pakistan
904,Chrystal,Sparhawk,Female,Laotian,Universidad Peruana de Ciencias e Informática,Peru
905,Malcolm,Beernt,Male,Iroquois,Universitas Putera Batam,Indonesia
906,Sonni,Bruntjen,Female,Taiwanese,Universitas Simalungun,Indonesia
907,Alvira,Vurley,Female,Native Hawaiian and Other Pacific Islander (NHPI),Universidad Marcelino Champagnat,Peru
908,Eddy,Hackinge,Female,Shoshone,Virtual University of Pakistan,Pakistan
909,Jeffy,Piers,Male,Crow,Zia-ud-Din Medical University,Pakistan
910,Jolene,Speeding,Female,Menominee,Osaka University of Health and Sport Sciences,Japan
911,Lemmie,Logg,Male,Comanche,Ecole Nationale Supérieure de Physique de Grenoble,France
912,Arlinda,Bracken,Polygender,Cuban,Universitas Trisakti,Indonesia
913,Kerry,Weekland,Female,Seminole,The Global College Lahore,Pakistan
914,Moshe,Blackstock,Male,Asian,Ludong University,China
915,Henrik,Canto,Male,Ecuadorian,National University of Laos,Laos
916,Karalynn,Liggens,Female,American Indian,Universidade de Itaúna,Brazil
917,Eamon,Awmack,Male,Sioux,National Taras Shevchenko University of Kiev,Ukraine
918,Haroun,Gwilliam,Male,Tongan,Tambov State Technical University,Russia
919,Upton,McCudden,Male,Asian,University of New York Tirana,Albania
920,Temple,MacNeill,Male,Honduran,Universitas Methodist Indonesia,Indonesia
921,Ara,Waycott,Non-binary,Filipino,University of Ostrava,Czech Republic
922,Ingrid,Eveque,Female,Tongan,University of San Jose Recoletos,Philippines
923,Berti,Ivankin,Female,Black or African American,China University of Mining Technology - Beijing,China
924,Anne-corinne,Murrow,Female,Shoshone,Université de Bamako,Mali
925,Domini,Birts,Female,Paiute,Cardinal Stefan Wyszynski University in Warsaw,Poland
926,Fidelia,Broe,Female,Japanese,State Pedagogical University in Kryvyi Rih,Ukraine
927,Gerianna,Ruthen,Female,Choctaw,Jimei University,China
928,Curcio,Aubury,Male,Ute,South China University of Technology,China
929,Hannie,Woolam,Female,Seminole,Tokyo National University of Fine Arts and Music,Japan
930,Colleen,Gallichiccio,Female,Costa Rican,Women's University in Africa,Zimbabwe
931,Michaeline,Le Noire,Female,Melanesian,Royal Veterinary and Agricultural University,Denmark
932,Lida,Staynes,Female,Fijian,Universidad Monteávila,Venezuela
933,Lotty,Shucksmith,Non-binary,South American,Our Lady of Fatima University,Philippines
934,Avril,Hendrickson,Genderfluid,American Indian and Alaska Native (AIAN),New Era University,Philippines
935,Shaun,Jacquemot,Female,Spaniard,Smolensk Humanitarian University,Russia
936,Lester,Heads,Agender,Yakama,Far Eastern University,Philippines
937,Zorina,Cuttle,Female,Fijian,Varna Free University,Bulgaria
938,Chelsae,Cawood,Female,Samoan,Universitas Pekalongan,Indonesia
939,Effie,Gopsill,Female,Hmong,Shanghai Business School,China
940,Anni,Stinton,Female,Argentinian,Adventist University of the Philippines,Philippines
941,Foss,Renols,Male,Filipino,Shanxi Agricultural University,China
942,Doll,Vanyukhin,Female,Melanesian,Northern Caribbean University,Jamaica
943,Cyndi,Clewett,Polygender,Bolivian,Universidade do Minho,Portugal
944,Chrisse,Dudgeon,Male,Alaskan Athabascan,East China Normal University,British Virgin Islands
945,Bryce,Kobus,Male,Peruvian,"Université du Sud, Toulon et Var",France
946,Marjorie,Feaveryear,Polygender,Panamanian,Universitas Muhammadiyah Makassar,Indonesia
947,Karee,Bruckental,Female,Menominee,Shanghai Sanda University,China
948,Seward,Shevels,Male,Aleut,Instituto Politécnico de Santarém,Portugal
949,Mada,Richardet,Female,Cheyenne,Al-hikmah University,Nigeria
950,Myron,Roberds,Male,Chilean,National Medical University O.O. Bogomolets,Ukraine
951,Dorice,Linkleter,Female,Taiwanese,Abfi Institute Perbanas Jakarta,Indonesia
952,Brigitta,Charity,Agender,Taiwanese,Ross University Caribbean School of Veterinary Medicine,Saint Kitts and Nevis
953,Shawnee,Rheam,Female,Filipino,Universitas Kristen Indonesia Tomohon,Indonesia
954,Marv,Guppie,Male,Dominican (Dominican Republic),Ecole Nationale Vétérinaire de Lyon,France
955,Costanza,De la Eglise,Genderqueer,Polynesian,Silesian University,Czech Republic
956,Peg,Davenport,Genderqueer,Melanesian,University of Auckland,New Zealand
957,Mord,Pollington,Male,Ottawa,Université des Antilles et de la Guyane,Guadeloupe
958,Eleanora,Gerler,Female,Navajo,Bashkir State University,Russia
959,Petunia,Meatyard,Female,Creek,"National University of Ireland, Maynooth",Ireland
960,Luella,Jorden,Female,Black or African American,National Technical University of Athens,Greece
961,Ralina,Lalevee,Female,Uruguayan,Universitas Jambi,Indonesia
962,Nana,Chaves,Female,Thai,Hebron University,Palestinian Territory
963,Amos,Battin,Male,Black or African American,Makerere University,Uganda
964,Fabiano,Muzzall,Male,Native Hawaiian and Other Pacific Islander (NHPI),Institut Commercial de Nancy,France
965,Shelden,Heinschke,Male,Tlingit-Haida,Pangasinan State University,Philippines
966,Regan,Gilbey,Female,Filipino,American University of Paris,France
967,Doralia,Orrocks,Female,Salvadoran,Katholische Fachhochschule Mainz,Germany
968,Giacopo,Whooley,Male,Navajo,University of Mauritius,Mauritius
969,Sebastiano,Turban,Male,Chilean,Shaanxi Normal University,China
970,Felipa,Chasen,Female,Potawatomi,Ebonyi State University,Nigeria
971,Tybalt,Marcum,Male,Vietnamese,Riga Aviation University,Latvia
972,Tiertza,Willford,Female,Pima,Universidade Gama Filho,Brazil
973,Honey,Scotchbourouge,Female,Vietnamese,Sookmyung Women's University,South Korea
974,Jimmie,Pitcaithly,Male,Yakama,Universidade Lusófona de Humanidades e Technologias,Portugal
975,Roosevelt,Skey,Male,Nicaraguan,University of Goroka,Papua New Guinea
976,Calla,Grzegorczyk,Female,Lumbee,Hebei University of Technology,China
977,Thurstan,Taffie,Male,Melanesian,Universidade do Rio Grande,Brazil
978,Steve,Tylor,Genderfluid,Chilean,Changsha University of Electric Power,China
979,Lorry,Dunkirk,Male,Cherokee,Renmin University of China,China
980,Roby,McGregor,Female,Cherokee,Sarajevo Film Academy,Bosnia and Herzegovina
981,Shanna,Newling,Female,Spaniard,Universidade dos Acores,Portugal
982,Helen,Trevance,Female,Cherokee,Universitas Katolik Widya Karya,Indonesia
983,Marys,Killgus,Agender,Black or African American,Universidade Federal de Pelotas,Brazil
984,Anstice,Dewar,Female,Chinese,Yanbian University,China
985,Herbert,Rosi,Male,American Indian and Alaska Native (AIAN),Universidade Atlântica,Portugal
986,Saidee,Le Friec,Female,Cherokee,Satakunta University Of Applied Scinces,Finland
987,Bibby,Clue,Non-binary,Native Hawaiian and Other Pacific Islander (NHPI),Panzhihua University,China
988,Augustus,Woodlands,Male,Micronesian,University of Technology Jamaica,Jamaica
989,Franciskus,Dunlap,Male,Ute,Tarlac State University,Philippines
990,Taber,Nerger,Male,Cree,Université de la Polynésie Française,French Polynesia
991,Giselbert,Paynton,Male,Japanese,Divine Word University,Papua New Guinea
992,Damiano,Bayliss,Polygender,Black or African American,University of Geneva,Switzerland
993,Lynnelle,Eshelby,Female,Lumbee,Rizal Technological University,Philippines
994,Fredek,Peret,Male,Central American,Kurgan International University,Russia
995,Basil,Dowzell,Male,Delaware,Université Abdou Moumouni de Niamey,Niger
996,Felice,Spring,Male,Cheyenne,St.Kliment Ohridski University,Macedonia
997,Ethel,Catherine,Female,Samoan,Jiangxi Normal University,China
998,Aluino,Wettern,Male,Shoshone,Dongbei University of Finance And Economics,China
999,Ardenia,Barajas,Female,Laotian,St.Kliment Ohridski University,Macedonia
1000,Brandon,Twelve,Male,Chilean,Nanjing Forestry University,China
